"","logFC","logCPM","PValue","symbol","name","entrez"
"ENSMUSG00000021750",2.07887632765905,8.26986455703437,4.31767784770036e-32,"Fam107a","family with sequence similarity 107, member A","268709"
"ENSMUSG00000021763",1.17447039167371,1.32874090956328,3.65014505884492e-09,"BC067074","cDNA sequence BC067074","408066"
"ENSMUSG00000021822",2.03934838507847,2.67739207757242,5.14991924785249e-14,"Plau","plasminogen activator, urokinase","18792"
"ENSMUSG00000021876",1.34677250597424,4.72058623477158,2.72060146149055e-22,"Rnase4","ribonuclease, RNase A family 4","58809"
"ENSMUSG00000021886",3.59591123905347,0.84816153379946,2.62872944585418e-30,"Gpr65","G-protein coupled receptor 65","14744"
"ENSMUSG00000021903",2.36239775660433,5.6903390309623,1.90135378713846e-21,"Galnt15","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 15","78754"
"ENSMUSG00000021919",-1.29641360193595,4.64745284185567,3.93997402499412e-14,"Chat","choline acetyltransferase","12647"
"ENSMUSG00000021939",1.28624762769745,10.1022039409183,4.26095640413939e-53,"Ctsb","cathepsin B","13030"
"ENSMUSG00000021948",1.29802539217474,5.17297085560127,1.70540895367592e-19,"Prkcd","protein kinase C, delta","18753"
"ENSMUSG00000021974",-1.00401667029675,4.75263740302132,4.23917391004881e-16,"Fgf9","fibroblast growth factor 9","14180"
"ENSMUSG00000021983",-1.1134372979477,6.92344133320957,4.99788266931179e-18,"Atp8a2","ATPase, aminophospholipid transporter-like, class I, type 8A, member 2","50769"
"ENSMUSG00000022014",2.90259224591031,1.07907946404587,1.80620995303437e-20,"Epsti1","epithelial stromal interaction 1 (breast)","108670"
"ENSMUSG00000022015",5.70190976315013,1.06334489003761,3.23700649547658e-14,"Tnfsf11","tumor necrosis factor (ligand) superfamily, member 11","21943"
"ENSMUSG00000022033",1.40943189348098,0.755840843308351,0.0338441685414458,"Pbk","PDZ binding kinase","52033"
"ENSMUSG00000022037",1.27111463049268,10.1166321198663,3.37356302173847e-33,"Clu","clusterin","12759"
"ENSMUSG00000022054",-1.51197286319592,10.6104685851427,1.82264477184716e-34,"Nefm","neurofilament, medium polypeptide","18040"
"ENSMUSG00000022094",1.09272589752507,5.8447005098137,7.69470056193769e-17,"Slc39a14","solute carrier family 39 (zinc transporter), member 14","213053"
"ENSMUSG00000022146",2.61419873048052,4.29154595865954,1.09015471345501e-42,"Osmr","oncostatin M receptor","18414"
"ENSMUSG00000022148",1.85865463769251,2.76458231888145,8.15947353835009e-16,"Fyb","FYN binding protein","23880"
"ENSMUSG00000022218",4.6239278191818,1.17383227339238,1.398574815558e-33,"Tgm1","transglutaminase 1, K polypeptide","21816"
"ENSMUSG00000022309",1.66071665402261,3.97641178316247,4.90133663068203e-20,"Angpt1","angiopoietin 1","11600"
"ENSMUSG00000022346",1.31153505003206,2.6897648159139,2.38076604574423e-16,"Myc","myelocytomatosis oncogene","17869"
"ENSMUSG00000022351",-1.3176613384793,6.74151745159021,1.95638732105417e-15,"Sqle","squalene epoxidase","20775"
"ENSMUSG00000022372",1.42358166664339,3.76575091101945,5.44395090015639e-19,"Sla","src-like adaptor","20491"
"ENSMUSG00000022439",1.64242158105956,3.8441582996743,2.3616578699904e-28,"Parvg","parvin, gamma","64099"
"ENSMUSG00000022468",2.4802965676035,3.00973898698524,1.30619138106412e-26,"Endou","endonuclease, polyU-specific","19011"
"ENSMUSG00000022469",1.10518307454246,5.54387937954762,6.80696282635257e-14,"Rapgef3","Rap guanine nucleotide exchange factor (GEF) 3","223864"
"ENSMUSG00000022479",-1.19724352072968,1.67125705285777,3.22186921790788e-07,"Vdr","vitamin D receptor","22337"
"ENSMUSG00000022483",-2.46918059925149,1.4217547342113,0.0012326873554359,"Col2a1","collagen, type II, alpha 1","12824"
"ENSMUSG00000022485",-1.20638137946719,4.09103723757168,0.00236086416345586,"Hoxc5","homeobox C5","15424"
"ENSMUSG00000022488",1.56002173883395,4.74416993475206,3.66941144861999e-25,"Nckap1l","NCK associated protein 1 like","105855"
"ENSMUSG00000022548",2.54217004420383,11.1846932009827,9.71795794609946e-27,"Apod","apolipoprotein D","11815"
"ENSMUSG00000022575",1.18689342725218,2.39721100852564,9.71769454064084e-12,"Gsdmd","gasdermin D","69146"
"ENSMUSG00000022602",-1.55489956234625,4.51329501517,2.35262799787932e-13,"Arc","activity regulated cytoskeletal-associated protein","11838"
"ENSMUSG00000022639",-1.10416625265622,3.58752007080884,3.83660120400011e-08,NA,NA,NA
"ENSMUSG00000022758",-1.16576155943883,3.43664192718494,6.65998198789936e-19,"P2rx6","purinergic receptor P2X, ligand-gated ion channel, 6","18440"
"ENSMUSG00000022817",1.16827958754874,6.7541211922379,9.17133491237206e-24,"Itgb5","integrin beta 5","16419"
"ENSMUSG00000022831",1.80685465885705,3.40874339358216,2.20491821600172e-21,"Hcls1","hematopoietic cell specific Lyn substrate 1","15163"
"ENSMUSG00000022836",1.87379519672723,5.12516323530391,1.26096417647698e-34,"Mylk","myosin, light polypeptide kinase","107589"
"ENSMUSG00000022860",-4.59147997558126,4.72662245782694,4.37700782077646e-130,"Chodl","chondrolectin","246048"
"ENSMUSG00000022876",2.05294247314427,2.02452789935352,7.0213180399694e-16,"Samsn1","SAM domain, SH3 domain and nuclear localization signals, 1","67742"
"ENSMUSG00000022893",1.35275436371681,5.29632672943568,1.46375251852966e-14,"Adamts1","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 1","11504"
"ENSMUSG00000022900",-1.66194715889666,0.600842047736015,4.46144229659967e-07,"Ildr1","immunoglobulin-like domain containing receptor 1","106347"
"ENSMUSG00000022901",2.43055032005475,2.58408513072037,1.04407139768097e-32,"Cd86","CD86 antigen","12524"
"ENSMUSG00000022906",1.7983449599383,3.15128681944129,8.65399491866261e-18,"Parp9","poly (ADP-ribose) polymerase family, member 9","80285"
"ENSMUSG00000022912",2.01660513362507,5.45983769823138,3.43717115068999e-56,"Pros1","protein S (alpha)","19128"
"ENSMUSG00000022952",2.31428755523407,1.75122807011423,2.09524783836529e-28,"Runx1","runt related transcription factor 1","12394"
"ENSMUSG00000023031",1.18448656937516,4.00387705167421,1.47915022982831e-13,"Cela1","chymotrypsin-like elastase family, member 1","109901"
"ENSMUSG00000023034",2.05747478425795,4.17998603148544,6.89262633574753e-09,"Nr4a1","nuclear receptor subfamily 4, group A, member 1","15370"
"ENSMUSG00000023047",-1.23898650402023,0.812457265141121,5.96523003595129e-09,"Amhr2","anti-Mullerian hormone type 2 receptor","110542"
"ENSMUSG00000023067",2.86936250604989,7.1527723678283,1.20764410246163e-17,"Cdkn1a","cyclin-dependent kinase inhibitor 1A (P21)","12575"
"ENSMUSG00000023153",2.04793415904126,1.65523666341569,1.26998223398191e-12,"Tmem52","transmembrane protein 52","69671"
"ENSMUSG00000023224",1.54555072809853,5.0659057024044,5.42067137152701e-09,"Serping1","serine (or cysteine) peptidase inhibitor, clade G, member 1","12258"
"ENSMUSG00000023267",2.6909048911457,1.76250669854626,1.2715134890106e-16,"Gabrr2","gamma-aminobutyric acid (GABA) C receptor, subunit rho 2","14409"
"ENSMUSG00000023341",2.01950689463226,2.40318102249388,6.06576333954411e-08,"Mx2","MX dynamin-like GTPase 2","17858"
"ENSMUSG00000023348",1.11461817542797,2.74715412174035,1.03547856249932e-09,"Trip6","thyroid hormone receptor interactor 6","22051"
"ENSMUSG00000023367",2.20593305147887,5.89330017905079,7.61236292504141e-60,"Tmem176a","transmembrane protein 176A","66058"
"ENSMUSG00000023885",1.73773455983884,5.93409323170266,1.49018029088942e-28,"Thbs2","thrombospondin 2","21826"
"ENSMUSG00000023912",-1.08633777425683,5.64874500062396,4.76305024007889e-15,"Slc25a27","solute carrier family 25, member 27","74011"
"ENSMUSG00000023945",-1.35516586690892,6.32217058910434,2.07759192541654e-16,"Slc5a7","solute carrier family 5 (choline transporter), member 7","63993"
"ENSMUSG00000023951",-1.19374138387089,5.4532855265423,1.64729424518988e-17,"Vegfa","vascular endothelial growth factor A","22339"
"ENSMUSG00000023992",2.56004454319288,5.05907934903652,1.69528086735416e-54,"Trem2","triggering receptor expressed on myeloid cells 2","83433"
"ENSMUSG00000024042",1.28373912958547,4.29545579877482,4.29349205532423e-08,"Sik1","salt inducible kinase 1","17691"
"ENSMUSG00000024049",1.32327418052082,1.38191541741006,2.83346767231345e-11,"Myom1","myomesin 1","17929"
"ENSMUSG00000024066",1.97368716783794,4.64851480857556,1.51925734452162e-13,"Xdh","xanthine dehydrogenase","22436"
"ENSMUSG00000024164",2.29751650204195,7.20160644355907,4.02717581603834e-50,"C3","complement component 3","12266"
"ENSMUSG00000024175",2.0729314863977,2.03268359853254,7.7164155642963e-09,"Tekt4","tektin 4","71840"
"ENSMUSG00000024186",-1.12300830232626,3.70289041852981,6.49094847200036e-14,"Rgs11","regulator of G-protein signaling 11","50782"
"ENSMUSG00000024190",1.28364295164838,5.01559385368381,3.01403710023474e-06,"Dusp1","dual specificity phosphatase 1","19252"
"ENSMUSG00000024222",2.24575052517762,6.81006776361229,3.10692491812592e-16,"Fkbp5","FK506 binding protein 5","14229"
"ENSMUSG00000024292",1.61651471315259,3.50819107380733,1.24008509931501e-35,"Cyp4f14","cytochrome P450, family 4, subfamily f, polypeptide 14","64385"
"ENSMUSG00000024300",1.93720000392647,3.3779375531128,2.30572015513212e-18,"Myo1f","myosin IF","17916"
"ENSMUSG00000024338",2.2458804518427,2.58444678408216,1.96577221608162e-21,"Psmb8","proteasome (prosome, macropain) subunit, beta type 8 (large multifunctional peptidase 7)","16913"
"ENSMUSG00000024378",-1.03878805763833,5.27920685321245,1.17765427131997e-14,"Stard4","StAR-related lipid transfer (START) domain containing 4","170459"
"ENSMUSG00000024397",1.66242360960551,3.39727836066479,2.12965540521467e-18,"Aif1","allograft inflammatory factor 1","11629"
"ENSMUSG00000024486",1.83580711229,5.4689704816369,4.55618141531087e-62,"Hbegf","heparin-binding EGF-like growth factor","15200"
"ENSMUSG00000024521",1.38324489342569,3.69625567818174,1.88712884470928e-09,"Pmaip1","phorbol-12-myristate-13-acetate-induced protein 1","58801"
"ENSMUSG00000024529",1.51294059518447,2.26344166481317,1.08227460387349e-07,"Lox","lysyl oxidase","16948"
"ENSMUSG00000024558",1.16785418995627,5.98694975272871,2.57555219960813e-13,"Mapk4","mitogen-activated protein kinase 4","225724"
"ENSMUSG00000024610",1.78850305965944,3.45589901942395,1.05038388641137e-11,"Cd74","CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)","16149"
"ENSMUSG00000024621",1.50007374647864,7.28680588964066,3.56590603572855e-53,"Csf1r","colony stimulating factor 1 receptor","12978"
"ENSMUSG00000024672",2.57349729120738,0.656983139899287,1.86826645203527e-10,"Ms4a7","membrane-spanning 4-domains, subfamily A, member 7","109225"
"ENSMUSG00000024677",2.8323847116835,2.20185998166687,2.38887799008862e-26,"Ms4a6b","membrane-spanning 4-domains, subfamily A, member 6B","69774"
"ENSMUSG00000024679",3.88925881182618,3.01875198050297,3.99189944595237e-56,"Ms4a6d","membrane-spanning 4-domains, subfamily A, member 6D","68774"
"ENSMUSG00000024696",2.00613260181929,1.69441659430627,8.94286547593523e-21,"Lpxn","leupaxin","107321"
"ENSMUSG00000024737",3.00158232968417,3.04937968671945,4.17626196506186e-51,"Slc15a3","solute carrier family 15, member 3","65221"
"ENSMUSG00000024778",1.59430894791815,2.68006409526273,1.15684734133995e-16,"Fas","Fas (TNF receptor superfamily member 6)","14102"
"ENSMUSG00000024799",-1.23685776921443,4.12431276728716,1.16390919897473e-19,"Tm7sf2","transmembrane 7 superfamily member 2","73166"
"ENSMUSG00000024909",1.0571549616157,4.27717138429916,8.96053331661824e-17,"Efemp2","epidermal growth factor-containing fibulin-like extracellular matrix protein 2","58859"
"ENSMUSG00000024965",1.70846357823506,3.48355005959306,5.29202024644148e-25,"Fermt3","fermitin family member 3","108101"
"ENSMUSG00000024986",1.36369602789169,1.74295301410732,9.54520096313833e-12,"Hhex","hematopoietically expressed homeobox","15242"
"ENSMUSG00000024998",1.41494363116003,6.72269637729059,1.3811446334957e-18,"Plce1","phospholipase C, epsilon 1","74055"
"ENSMUSG00000025017",1.48123625534191,2.05710995387029,6.18527507113971e-11,"Pik3ap1","phosphoinositide-3-kinase adaptor protein 1","83490"
"ENSMUSG00000025044",3.36376011158465,1.75818888377975,1.09734883091675e-32,"Msr1","macrophage scavenger receptor 1","20288"
"ENSMUSG00000025176",1.28314249159856,0.93757846488688,3.13299170772826e-09,"Hoga1","4-hydroxy-2-oxoglutarate aldolase 1","67432"
"ENSMUSG00000025270",-1.90620581307247,2.5905781578236,0.00079153711333413,"Alas2","aminolevulinic acid synthase 2, erythroid","11656"
"ENSMUSG00000025283",1.18068734065093,6.47900290612453,3.14094926944941e-17,"Sat1","spermidine/spermine N1-acetyl transferase 1","20229"
"ENSMUSG00000025316",-1.14694072397053,3.78050141462044,8.38477240733577e-07,"Banp","BTG3 associated nuclear protein","53325"
"ENSMUSG00000025321",1.14988914160183,7.59785694095626,6.96755780674035e-15,"Itgb8","integrin beta 8","320910"
"ENSMUSG00000025330",-5.7108182980159,0.821463412398834,4.31048688954332e-12,"Padi4","peptidyl arginine deiminase, type IV","18602"
"ENSMUSG00000025351",1.57040369460263,7.1194744755256,9.18188028546539e-57,"Cd63","CD63 antigen","12512"
"ENSMUSG00000025355",2.65350229079829,2.74722774500618,2.88256703963156e-34,"Mmp19","matrix metallopeptidase 19","58223"
"ENSMUSG00000025473",1.04721688634104,1.51127553488715,0.000204177586833283,"Adam8","a disintegrin and metallopeptidase domain 8","11501"
"ENSMUSG00000025492",2.03109640476533,5.20020867259062,4.84238382454666e-21,"Ifitm3","interferon induced transmembrane protein 3","66141"
"ENSMUSG00000025498",3.43358023740898,3.83018236986793,3.06858321456347e-15,"Irf7","interferon regulatory factor 7","54123"
"ENSMUSG00000025509",2.07260395623224,6.43505790866762,4.23843858171802e-20,"Pnpla2","patatin-like phospholipase domain containing 2","66853"
"ENSMUSG00000025511",2.12487328868045,5.11144999545947,1.00824352588394e-23,"Tspan4","tetraspanin 4","64540"
"ENSMUSG00000025534",1.33416982417475,5.15203474229715,2.26426691160934e-24,"Gusb","glucuronidase, beta","110006"
"ENSMUSG00000025591",1.39601118749613,4.61588680524142,2.3080001116286e-07,"Tma16","translation machinery associated 16","66282"
"ENSMUSG00000025666",1.02894797401512,6.62153682883463,1.73291526088178e-10,"Tmem47","transmembrane protein 47","192216"
"ENSMUSG00000025701",1.23801013182239,1.76873132923405,6.96595491246699e-09,"Alox5","arachidonate 5-lipoxygenase","11689"
"ENSMUSG00000025780",1.11185737836411,6.64316081711276,5.01657706414737e-05,"Itih5","inter-alpha (globulin) inhibitor H5","209378"
"ENSMUSG00000025784",-1.16790909502602,2.84500092703067,0.00579311575422811,"Clec3b","C-type lectin domain family 3, member b","21922"
"ENSMUSG00000025877",1.35774511583912,1.40404910629888,2.20471908060218e-09,"Hk3","hexokinase 3","212032"
"ENSMUSG00000025887",2.07681004263149,3.07027067704473,2.18894133055517e-36,"Casp12","caspase 12","12364"
"ENSMUSG00000025888",1.05708922926669,2.54904761619937,2.97822025787563e-10,"Casp1","caspase 1","12362"
"ENSMUSG00000025915",2.28368612338518,6.00183743708331,3.54190906095084e-15,"Sgk3","serum/glucocorticoid regulated kinase 3","170755"
"ENSMUSG00000025938",-1.19648828857196,1.72958726191324,2.73406550404461e-09,"Slco5a1","solute carrier organic anion transporter family, member 5A1","240726"
"ENSMUSG00000025997",1.26221599532723,2.45868548343413,1.84481217974624e-09,"Ikzf2","IKAROS family zinc finger 2","22779"
"ENSMUSG00000026043",-1.12618685825843,4.19603420951838,0.00399140577922756,"Col3a1","collagen, type III, alpha 1","12825"
"ENSMUSG00000026072",1.16487626577478,3.0055716087423,2.63407783238484e-10,"Il1r1","interleukin 1 receptor, type I","16177"
"ENSMUSG00000026104",1.049118209379,4.22574766163706,4.34032865553394e-09,"Stat1","signal transducer and activator of transcription 1","20846"
"ENSMUSG00000026177",2.56274831153457,3.41206632509968,1.32050894911307e-54,"Slc11a1","solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1","18173"
"ENSMUSG00000026208",1.49177893433834,2.28080196655918,0.0084822856331277,"Des","desmin","13346"
"ENSMUSG00000026220",-1.02939264198929,1.66299572782297,6.50503012736174e-08,"Slc16a14","solute carrier family 16 (monocarboxylic acid transporters), member 14","71781"
"ENSMUSG00000026222",1.15472247590076,2.63207783355473,6.14361082219661e-06,"Sp100","nuclear antigen Sp100","20684"
"ENSMUSG00000026271",1.5898992295048,0.654783090069856,4.59119853188076e-11,"Gpr35","G protein-coupled receptor 35","64095"
"ENSMUSG00000026285",4.17247990418386,0.908882816640113,2.42158768712114e-09,"Pdcd1","programmed cell death 1","18566"
"ENSMUSG00000026288",1.6701606299024,4.69137134091686,8.19050310195867e-28,"Inpp5d","inositol polyphosphate-5-phosphatase D","16331"
"ENSMUSG00000026303",1.5295597542463,2.87207331319255,1.7144703581187e-12,"Mlph","melanophilin","171531"
"ENSMUSG00000026315",1.91524679791202,0.542609626903727,8.40715259214664e-09,"Serpinb8","serine (or cysteine) peptidase inhibitor, clade B, member 8","20725"
"ENSMUSG00000026358",5.15620673710955,1.35067976535032,1.68596756034574e-39,"Rgs1","regulator of G-protein signaling 1","50778"
"ENSMUSG00000026380",3.32647271214528,2.47498184769611,5.29428437288048e-33,"Tfcp2l1","transcription factor CP2-like 1","81879"
"ENSMUSG00000026395",2.19903246090259,3.72970874044563,2.63268881068244e-28,"Ptprc","protein tyrosine phosphatase, receptor type, C","19264"
"ENSMUSG00000026399",-1.00219453226431,3.06078444298847,1.21860228824245e-06,"Cd55","CD55 molecule, decay accelerating factor for complement","13136"
"ENSMUSG00000026433",1.05705667583849,3.75585338404663,1.45804310994847e-12,"Rab29","RAB29, member RAS oncogene family","226422"
"ENSMUSG00000026435",-1.05791876324319,3.69094300345225,4.17526994531898e-07,"Slc45a3","solute carrier family 45, member 3","212980"
"ENSMUSG00000026447",-1.43756672360359,5.11434083961568,5.61156450215414e-10,"Pik3c2b","phosphoinositide-3-kinase, class 2, beta polypeptide","240752"
"ENSMUSG00000026468",-2.00711180449339,2.14520307249468,2.78691077203346e-36,"Lhx4","LIM homeobox protein 4","16872"
"ENSMUSG00000026473",1.14300332826298,10.8562564470294,1.30554960597523e-17,"Glul","glutamate-ammonia ligase (glutamine synthetase)","14645"
"ENSMUSG00000026479",1.194952698027,1.07182221302713,1.97671121361803e-05,"Lamc2","laminin, gamma 2","16782"
"ENSMUSG00000026480",1.68081900825357,3.5139209014621,1.54110307771847e-26,"Ncf2","neutrophil cytosolic factor 2","17970"
"ENSMUSG00000026535",4.79424102977391,2.57987411314909,4.8037927732564e-43,"Ifi202b","interferon activated gene 202B","26388"
"ENSMUSG00000026547",1.6451353851578,5.30000994367888,6.95161640253995e-40,"Tagln2","transgelin 2","21346"
"ENSMUSG00000026548",3.01272375016462,2.3876784064359,1.72631825016627e-45,"Slamf9","SLAM family member 9","98365"
"ENSMUSG00000026564",1.98624506052331,0.793691734704729,1.42605571449546e-06,"Dusp27","dual specificity phosphatase 27 (putative)","240892"
"ENSMUSG00000026628",3.48030688656066,3.00736937736906,6.44805884429022e-47,"Atf3","activating transcription factor 3","11910"
"ENSMUSG00000026630",1.77561972649071,1.66797015457508,2.90032781045612e-22,"Batf3","basic leucine zipper transcription factor, ATF-like 3","381319"
"ENSMUSG00000026656",1.41927727902817,2.36386996892864,8.17193276319358e-12,"Fcgr2b","Fc receptor, IgG, low affinity IIb","14130"
"ENSMUSG00000026668",2.6009318349,2.06276013752995,3.80515658511778e-31,"Ucma","upper zone of growth plate and cartilage matrix associated","68527"
"ENSMUSG00000026676",1.57548043691694,3.71290184642251,6.7979767058846e-16,"Ccdc3","coiled-coil domain containing 3","74186"
"ENSMUSG00000026697",-3.32254150417431,2.01059093307873,2.03586588753197e-20,"Myoc","myocilin","17926"
"ENSMUSG00000026701",1.8316309849843,9.29166882241821,4.02909831091981e-95,"Prdx6","peroxiredoxin 6","11758"
"ENSMUSG00000026728",3.24493055716707,8.47254266746962,9.16918282366434e-129,"Vim","vimentin","22352"
"ENSMUSG00000026749",1.08202858487268,5.4240655567088,2.12752549283925e-25,"Nek6","NIMA (never in mitosis gene a)-related expressed kinase 6","59126"
"ENSMUSG00000026786",1.44276555543052,3.04505860172509,6.49736406459701e-11,"Apbb1ip","amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein","54519"
"ENSMUSG00000026822",2.62279349341616,3.45846917404606,0.000246104080039199,"Lcn2","lipocalin 2","16819"
"ENSMUSG00000026896",1.93369686143856,2.91542429317763,2.67185230008515e-13,"Ifih1","interferon induced with helicase C domain 1","71586"
"ENSMUSG00000026922",1.35984789404215,1.40247260512749,8.01658936089043e-11,"Agpat2","1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)","67512"
"ENSMUSG00000026950",1.51308663755627,1.38998457134061,0.00423245616935121,"Neb","nebulin","17996"
"ENSMUSG00000026979",1.0891059351831,1.50927899005947,2.62096353181977e-06,"Psd4","pleckstrin and Sec7 domain containing 4","215632"
"ENSMUSG00000027007",1.07130197843843,7.23503256873293,1.74017478268307e-17,"Ssfa2","sperm specific antigen 2","70599"
"ENSMUSG00000027074",3.54160579402179,2.57604104445841,2.25164355009938e-26,"Slc43a3","solute carrier family 43, member 3","58207"
"ENSMUSG00000027078",1.32103511651921,2.93817084348794,1.41058655966991e-11,"Ube2l6","ubiquitin-conjugating enzyme E2L 6","56791"
"ENSMUSG00000027173",-1.41769551606598,2.45239865111324,2.0452724390364e-08,"Depdc7","DEP domain containing 7","211896"
"ENSMUSG00000027186",-1.4525593136948,0.801711227326258,1.25003477850538e-09,"Elf5","E74-like factor 5","13711"
"ENSMUSG00000027322",3.92391204434401,2.01686060496375,1.63390786940004e-25,"Siglec1","sialic acid binding Ig-like lectin 1, sialoadhesin","20612"
"ENSMUSG00000027360",2.41887555865846,2.32904405843189,1.83801652808479e-18,"Hdc","histidine decarboxylase","15186"
"ENSMUSG00000027386",-1.23509593229746,2.11496421533518,5.62866967372809e-06,"Fbln7","fibulin 7","70370"
"ENSMUSG00000027399",1.23635389707368,0.570185859203263,1.65911314436879e-06,"Il1a","interleukin 1 alpha","16175"
"ENSMUSG00000027412",1.94856472958654,1.58003883256375,4.4838665657744e-20,"Lpin3","lipin 3","64899"
"ENSMUSG00000027447",1.00392927059995,10.8950387140072,1.38274852755185e-14,"Cst3","cystatin C","13010"
"ENSMUSG00000027514",4.73094319692371,0.852840135942706,5.16972781532143e-20,"Zbp1","Z-DNA binding protein 1","58203"
"ENSMUSG00000027525",1.28602863310479,7.09568330339783,3.25094861014461e-09,"Phactr3","phosphatase and actin regulator 3","74189"
"ENSMUSG00000027611",1.04154030052164,1.00105767748324,1.54325555471478e-05,"Procr","protein C receptor, endothelial","19124"
"ENSMUSG00000027656",2.53562137941905,0.952886849451073,5.4085435245299e-10,"Wisp2","WNT1 inducible signaling pathway protein 2","22403"
"ENSMUSG00000027661",1.51953161607703,1.89358056073863,1.21950724617199e-13,"Slc2a10","solute carrier family 2 (facilitated glucose transporter), member 10","170441"
"ENSMUSG00000027750",2.86060111215,3.07851859202946,1.6411323077281e-25,"Postn","periostin, osteoblast specific factor","50706"
"ENSMUSG00000027800",1.5004962943431,4.8001761905301,1.674299543874e-19,"Tm4sf1","transmembrane 4 superfamily member 1","17112"
"ENSMUSG00000027832",2.58689990974392,1.45114856331602,6.51676672178718e-21,"Ptx3","pentraxin related gene","19288"
"ENSMUSG00000027848",1.27215608509527,5.02387063114257,3.39134792051729e-21,"Olfml3","olfactomedin-like 3","99543"
"ENSMUSG00000027882",1.23474423333065,6.04963533362262,6.59227400593641e-16,"Stxbp3","syntaxin binding protein 3","20912"
"ENSMUSG00000027907",1.66034197900983,2.04438731302675,6.27021460724236e-18,"S100a11","S100 calcium binding protein A11","20195"
"ENSMUSG00000027947",1.66570206947974,3.82179594750203,3.35964717129616e-21,"Il6ra","interleukin 6 receptor, alpha","16194"
"ENSMUSG00000027995",2.67527749210197,3.84014842531645,3.71942265277966e-47,"Tlr2","toll-like receptor 2","24088"
"ENSMUSG00000028037",3.6193317018212,2.40309263693251,2.97098278746002e-10,"Ifi44","interferon-induced protein 44","99899"
"ENSMUSG00000028047",1.09239439811291,3.38765907644013,1.93701667501602e-12,"Thbs3","thrombospondin 3","21827"
"ENSMUSG00000028108",1.35013677363897,3.35705381895284,9.20547324645731e-16,"Ecm1","extracellular matrix protein 1","13601"
"ENSMUSG00000028111",-1.08422825311087,3.23347796244737,6.1595421148286e-05,"Ctsk","cathepsin K","13038"
"ENSMUSG00000028128",1.17128012349263,6.38128830072514,2.74738531814437e-18,"F3","coagulation factor III","14066"
"ENSMUSG00000028195",4.6508985948465,5.47718424055274,1.96521243413361e-31,"Cyr61","cysteine rich protein 61","16007"
"ENSMUSG00000028197",-1.11793610611171,0.600567198507412,0.0134034915404113,"Col24a1","collagen, type XXIV, alpha 1","71355"
"ENSMUSG00000028211",1.10444157170487,4.63196948044722,1.92298901022861e-11,"Trp53inp1","transformation related protein 53 inducible nuclear protein 1","60599"
"ENSMUSG00000028268",2.06646044140843,3.23361881902401,8.37555447852816e-11,"Gbp3","guanylate binding protein 3","55932"
"ENSMUSG00000028270",1.39596091293396,3.20450079708848,1.05330180662572e-08,"Gbp2","guanylate binding protein 2","14469"
"ENSMUSG00000028362",2.59169204017465,0.928321972719148,2.01307575252352e-10,"Tnfsf8","tumor necrosis factor (ligand) superfamily, member 8","21949"
"ENSMUSG00000028413",1.79690767394285,3.72607666257392,8.43080268790429e-27,"B4galt1","UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1","14595"
"ENSMUSG00000028480",2.15454441184588,4.91619068404982,6.62716272986286e-57,"Glipr2","GLI pathogenesis-related 2","384009"
"ENSMUSG00000028494",1.19640555274584,4.67710466570952,8.61960120642806e-17,"Plin2","perilipin 2","11520"
"ENSMUSG00000028497",1.046698314822,2.64112624458344,1.73462614280455e-06,"Hacd4","3-hydroxyacyl-CoA dehydratase 4","66775"
"ENSMUSG00000028551",1.04461809196647,1.36180431246968,3.44853644227803e-05,"Cdkn2c","cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)","12580"
"ENSMUSG00000028581",1.87227557186618,6.33639143004467,8.53568076227159e-57,"Laptm5","lysosomal-associated protein transmembrane 5","16792"
"ENSMUSG00000028583",1.40030966264934,3.93374029375576,2.36415336350985e-17,"Pdpn","podoplanin","14726"
"ENSMUSG00000028599",1.49811027764158,3.43528761524995,8.15623728652623e-16,"Tnfrsf1b","tumor necrosis factor receptor superfamily, member 1b","21938"
"ENSMUSG00000028836",1.27011780690778,0.986844560022099,0.000637863027839792,"Slc30a2","solute carrier family 30 (zinc transporter), member 2","230810"
"ENSMUSG00000028859",1.71901184899914,4.0636875257894,4.08813114323544e-27,"Csf3r","colony stimulating factor 3 receptor (granulocyte)","12986"
"ENSMUSG00000028862",3.39986083519927,3.65033078756864,6.79390881090679e-16,"Map3k6","mitogen-activated protein kinase kinase kinase 6","53608"
"ENSMUSG00000028864",1.98332364965677,1.20613170913183,6.06515890606145e-19,"Hgf","hepatocyte growth factor","15234"
"ENSMUSG00000028874",1.95703922753344,1.33903465915077,6.57773126109452e-14,"Fgr","FGR proto-oncogene, Src family tyrosine kinase","14191"
"ENSMUSG00000028876",-1.11673471554656,5.33043504180546,2.03739646371617e-20,"Epha10","Eph receptor A10","230735"
"ENSMUSG00000028963",2.50029890648508,3.50138572344464,3.07802915483685e-20,"Uts2","urotensin 2","24111"
