"","NA.","logFC","logCPM","PValue","symbol","name","entrez","GOID","term"
"1860","ENSMUSG00000037994",-1.05782321370492,0.873044092658164,1.77657114060956e-06,"Slc9b2","solute carrier family 9, subfamily B (NHA2, cation proton antiporter 2), member 2","97086","GO:0005739","mitochondrion"
"1854","ENSMUSG00000037921",2.78833555754021,1.314471785453,4.45812013088242e-09,"Ddx60","DEAD (Asp-Glu-Ala-Asp) box polypeptide 60","234311","GO:0003690","double-stranded DNA binding"
"1851","ENSMUSG00000037868",2.40479245201989,1.30329028639832,1.4988684692664e-15,"Egr2","early growth response 2","13654","GO:0000978","RNA polymerase II core promoter proximal region sequence-specific DNA binding"
"1850","ENSMUSG00000037860",1.90751870096814,2.00848342188975,1.16127794545338e-10,"Aim2","absent in melanoma 2","383619","GO:0002218","activation of innate immune response"
"1847","ENSMUSG00000037808",0.524824547984965,4.07191708843517,0.000709700198791165,"Fam76b","family with sequence similarity 76, member B","72826","GO:0005634","nucleus"
"1843","ENSMUSG00000037731",1.83193932281395,1.6109941264286,1.39362916363311e-14,"Themis2","thymocyte selection associated family member 2","230787","GO:0002376","immune system process"
"1831","ENSMUSG00000037447",1.01258180459331,4.34699166636541,8.99274541987365e-12,"Arid5a","AT rich interactive domain 5A (MRF1-like)","214855","GO:0002062","chondrocyte differentiation"
"1829","ENSMUSG00000037411",3.78712091403331,2.81485366037449,1.13315251652909e-20,"Serpine1","serine (or cysteine) peptidase inhibitor, clade E, member 1","18787","GO:0001890","placenta development"
"1828","ENSMUSG00000037405",1.91642260736196,2.64202091721716,2.78600449567584e-20,"Icam1","intercellular adhesion molecule 1","15894","GO:0001772","immunological synapse"
"1821","ENSMUSG00000037321",1.9112363512599,2.90900063145705,2.69410008563826e-13,"Tap1","transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)","21354","GO:0000166","nucleotide binding"
"1820","ENSMUSG00000037318",1.11138569133672,0.573496055912235,0.000261182606443515,"Traf3ip3","TRAF3 interacting protein 3","215243","GO:0003674","molecular_function"
"1794","ENSMUSG00000036908",1.48444410344667,4.92043801832365,9.25541864273966e-27,"Unc93b1","unc-93 homolog B1 (C. elegans)","54445","GO:0000902","cell morphogenesis"
"1772","ENSMUSG00000036606",1.01631099629201,6.15473873900261,1.58205945643311e-20,"Plxnb2","plexin B2","140570","GO:0001843","neural tube closure"
"1766","ENSMUSG00000036553",0.992654010829663,2.10164599706679,2.54939728131792e-08,"Sh3tc1","SH3 domain and tetratricopeptide repeats 1","231147","GO:0003674","molecular_function"
"1763","ENSMUSG00000036478",0.696185740200537,4.44198933249594,2.78820696814677e-10,"Btg1","B cell translocation gene 1, anti-proliferative","12226","GO:0005515","protein binding"
"1757","ENSMUSG00000036362",0.62154846665223,3.81234640479188,0.00166241850049439,"P2ry13","purinergic receptor P2Y, G-protein coupled 13","74191","GO:0004871","signal transducer activity"
"1727","ENSMUSG00000035778",1.62327246966364,2.94915388547672,3.00488866858814e-13,"Ggta1","glycoprotein galactosyltransferase alpha 1, 3","14594","GO:0005794","Golgi apparatus"
"1725","ENSMUSG00000035697",1.2682247104849,3.78892246758164,2.86704053904969e-11,"Arhgap45","Rho GTPase activating protein 45","70719","GO:0003674","molecular_function"
"1713","ENSMUSG00000035493",1.04210995886899,4.21742845801696,5.0177656529061e-08,"Tgfbi","transforming growth factor, beta induced","21810","GO:0005178","integrin binding"
"1708","ENSMUSG00000035356",1.07642095976765,3.09313195541137,4.54893003634694e-11,"Nfkbiz","nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, zeta","80859","GO:0000932","P-body"
"1700","ENSMUSG00000035208",2.29635586374462,1.22477021924863,7.97375148227009e-10,"Slfn8","schlafen 8","276950","GO:0003674","molecular_function"
"1695","ENSMUSG00000035164",0.681433040166039,3.99266768812967,1.1573887474307e-05,"Zc3h12c","zinc finger CCCH type containing 12C","244871","GO:0003674","molecular_function"
"1685","ENSMUSG00000035004",2.74072984861742,2.41746309269326,5.97166787770346e-26,"Igsf6","immunoglobulin superfamily, member 6","80719","GO:0003674","molecular_function"
"1680","ENSMUSG00000034957",1.73479646038233,4.51354898167362,8.76225200615969e-27,"Cebpa","CCAAT/enhancer binding protein (C/EBP), alpha","12606","GO:0000050","urea cycle"
"1678","ENSMUSG00000034947",1.95058360499461,1.78151049758474,2.74611957480937e-22,"Tmem106a","transmembrane protein 106A","217203","GO:0003674","molecular_function"
"1670","ENSMUSG00000034855",4.71941003193406,2.3098768733509,2.96436755296101e-20,"Cxcl10","chemokine (C-X-C motif) ligand 10","15945","GO:0002690","positive regulation of leukocyte chemotaxis"
"1663","ENSMUSG00000034792",1.29730018792975,1.97983929477397,7.18984636665908e-11,"Gna15","guanine nucleotide binding protein, alpha 15","14676","GO:0000166","nucleotide binding"
"1657","ENSMUSG00000034708",2.16473419015669,6.96647021391491,2.3619363699774e-95,"Grn","granulin","14824","GO:0001835","blastocyst hatching"
"1653","ENSMUSG00000034663",0.695074948538474,5.08381631550148,3.19069223440997e-07,"Bmp2k","BMP2 inducible kinase","140780","GO:0000166","nucleotide binding"
"1651","ENSMUSG00000034652",2.42189103884567,1.5096400913976,1.6821015130718e-27,"Cd300a","CD300A molecule","217303","GO:0001786","phosphatidylserine binding"
"1648","ENSMUSG00000034595",1.34252969415501,3.78800591136042,4.02289433027703e-20,"Ppp1r18","protein phosphatase 1, regulatory subunit 18","76448","GO:0003674","molecular_function"
"1642","ENSMUSG00000034480",0.59498884378496,3.76833417843283,1.84954249816904e-05,"Diaph2","diaphanous related formin 2","54004","GO:0003779","actin binding"
"1638","ENSMUSG00000034422",1.88214186520461,3.19551432852355,4.38720697199941e-10,"Parp14","poly (ADP-ribose) polymerase family, member 14","547253","GO:0003950","NAD+ ADP-ribosyltransferase activity"
"1622","ENSMUSG00000034116",1.76168710905341,3.37664680559307,5.93202906992095e-19,"Vav1","vav 1 oncogene","22324","GO:0001784","phosphotyrosine binding"
"1620","ENSMUSG00000034101",0.559931723968737,3.49971863655136,3.54806144708497e-05,"Ctnnd1","catenin (cadherin associated protein), delta 1","12388","GO:0001738","morphogenesis of a polarized epithelium"
"1619","ENSMUSG00000034041",1.055867839311,1.97410172745853,9.47468939230113e-05,"Lyl1","lymphoblastomic leukemia 1","17095","GO:0000977","RNA polymerase II regulatory region sequence-specific DNA binding"
"1612","ENSMUSG00000033777",2.01338812739805,3.49255649948815,1.52838010741601e-37,"Tlr13","toll-like receptor 13","279572","GO:0002376","immune system process"
"1608","ENSMUSG00000033685",1.83430028787121,7.02088689887407,3.03104217546533e-40,"Ucp2","uncoupling protein 2 (mitochondrial, proton carrier)","22228","GO:0000303","response to superoxide"
"1600","ENSMUSG00000033450",2.62494260086424,1.6005953789518,1.08569495898072e-09,"Tagap","T cell activation Rho GTPase activating protein","72536","GO:0003674","molecular_function"
"1597","ENSMUSG00000033386",1.09987324651366,1.95865970450774,8.3061210611156e-08,"Frrs1","ferric-chelate reductase 1","20321","GO:0000293","ferric-chelate reductase activity"
"1587","ENSMUSG00000033220",1.51212367836189,3.01120922722309,3.48956077898969e-13,"Rac2","RAS-related C3 botulinum substrate 2","19354","GO:0000166","nucleotide binding"
"1574","ENSMUSG00000033033",0.688054941011008,1.27732225979112,0.00592230692534474,"Calhm2","calcium homeostasis modulator 2","72691","GO:0005261","cation channel activity"
"1571","ENSMUSG00000033016",0.947065012002945,3.2488284593765,5.52649340686741e-14,"Nfatc1","nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1","18018","GO:0000082","G1/S transition of mitotic cell cycle"
"1553","ENSMUSG00000032691",1.01706277985754,0.859289042049166,1.58174332603345e-06,"Nlrp3","NLR family, pyrin domain containing 3","216799","GO:0000166","nucleotide binding"
"1547","ENSMUSG00000032596",1.17166688650915,2.0172617282553,1.20920009180095e-06,"Uba7","ubiquitin-like modifier activating enzyme 7","74153","GO:0004842","ubiquitin-protein transferase activity"
"1539","ENSMUSG00000032515",2.20276990195518,4.09125671023036,8.47675769185157e-13,"Csrnp1","cysteine-serine-rich nuclear protein 1","215418","GO:0001228","transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding"
"1536","ENSMUSG00000032501",1.27745682701543,4.08452782760408,5.40223687451801e-25,"Trib1","tribbles pseudokinase 1","211770","GO:0004860","protein kinase inhibitor activity"
"1530","ENSMUSG00000032440",0.97641408831854,5.35271123918789,7.57363046161642e-18,"Tgfbr2","transforming growth factor, beta receptor II","21813","GO:0000166","nucleotide binding"
"1529","ENSMUSG00000032436",0.824863837777931,1.94816286454171,2.98821560470399e-05,"Cmtm7","CKLF-like MARVEL transmembrane domain containing 7","102545","GO:0002337","B-1a B cell differentiation"
"1528","ENSMUSG00000032434",0.776091236139127,5.8819013701901,4.07625809393155e-13,"Cmtm6","CKLF-like MARVEL transmembrane domain containing 6","67213","GO:0003674","molecular_function"
"1526","ENSMUSG00000032402",1.05749595666448,5.13019074830655,2.41271272414415e-18,"Smad3","SMAD family member 3","17127","GO:0000122","negative regulation of transcription from RNA polymerase II promoter"
"1515","ENSMUSG00000032359",1.5889349489613,5.2990717083358,6.12128989369611e-27,"Ctsh","cathepsin H","13036","GO:0000932","P-body"
"1513","ENSMUSG00000032344",0.860116725214848,0.717284867288375,0.000304937903412783,"Mb21d1","Mab-21 domain containing 1","214763","GO:0000166","nucleotide binding"
"1508","ENSMUSG00000032300",1.11217917049354,4.21309196493639,3.76216767269679e-15,"1700017B05Rik","RIKEN cDNA 1700017B05 gene","74211","GO:0003674","molecular_function"
"1502","ENSMUSG00000032265",0.958228925504244,3.5256965705703,4.60903529154484e-10,"Fam46a","family with sequence similarity 46, member A","212943","GO:0003723","RNA binding"
"1489","ENSMUSG00000032089",1.42969618943331,3.80738012985921,4.95842079789147e-17,"Il10ra","interleukin 10 receptor, alpha","16154","GO:0004920","interleukin-10 receptor activity"
"1481","ENSMUSG00000032010",1.04741872689314,4.86069481550482,2.64577707599646e-10,"Usp2","ubiquitin specific peptidase 2","53376","GO:0000122","negative regulation of transcription from RNA polymerase II promoter"
"1480","ENSMUSG00000032000",1.636790560834,2.09104387231078,1.30395254125693e-10,"Birc3","baculoviral IAP repeat-containing 3","11796","GO:0004842","ubiquitin-protein transferase activity"
"1473","ENSMUSG00000031925",0.524287869059474,3.70569250923624,0.000102338814326919,"Maml2","mastermind like 2 (Drosophila)","270118","GO:0003713","transcription coactivator activity"
"1468","ENSMUSG00000031875",1.29946833644366,3.50034013095984,2.00569528383249e-11,"Cmtm3","CKLF-like MARVEL transmembrane domain containing 3","68119","GO:0005125","cytokine activity"
"1464","ENSMUSG00000031838",1.80198378206077,3.35763206408831,3.54163582840137e-32,"Ifi30","interferon gamma inducible protein 30","65972","GO:0002376","immune system process"
"1455","ENSMUSG00000031799",0.588060981668775,5.48603404802683,1.27027695897094e-06,"Tpm4","tropomyosin 4","326618","GO:0001725","stress fiber"
"1443","ENSMUSG00000031662",0.94228037821115,1.56704284131343,2.26122919093733e-07,"Snx20","sorting nexin 20","71607","GO:0005546","phosphatidylinositol-4,5-bisphosphate binding"
"1440","ENSMUSG00000031639",0.708459940563443,4.98426054572926,9.48702603466187e-10,"Tlr3","toll-like receptor 3","142980","GO:0001774","microglial cell activation"
"1438","ENSMUSG00000031613",2.0176603266327,4.36601590969845,1.11256490181162e-21,"Hpgd","hydroxyprostaglandin dehydrogenase 15 (NAD)","15446","GO:0003824","catalytic activity"
"1432","ENSMUSG00000031591",0.652851847320761,6.30577742170674,1.43384741860542e-11,"Asah1","N-acylsphingosine amidohydrolase 1","11886","GO:0005615","extracellular space"
"1431","ENSMUSG00000031586",0.721278686926364,2.26824884077431,5.34427690341722e-05,"Rbpms","RNA binding protein gene with multiple splicing","19663","GO:0000398","mRNA splicing, via spliceosome"
"1416","ENSMUSG00000031387",1.55550168651065,3.24430235446473,4.05019346349269e-27,"Renbp","renin binding protein","19703","GO:0003824","catalytic activity"
"1406","ENSMUSG00000031264",1.50336139936861,1.83234910304632,2.7453367354967e-10,"Btk","Bruton agammaglobulinemia tyrosine kinase","12229","GO:0000166","nucleotide binding"
"1394","ENSMUSG00000031167",1.60346528297791,5.77087617236467,1.35745272126917e-20,"Rbm3","RNA binding motif protein 3","19652","GO:0003676","nucleic acid binding"
"1393","ENSMUSG00000031165",1.71392902415623,1.84618374400945,1.5031550931012e-20,"Was","Wiskott-Aldrich syndrome","22376","GO:0002625","regulation of T cell antigen processing and presentation"
"1389","ENSMUSG00000031103",1.99163881396795,1.79131257245414,1.27163871620713e-21,"Elf4","E74-like factor 4 (ets domain transcription factor)","56501","GO:0000978","RNA polymerase II core promoter proximal region sequence-specific DNA binding"
"1388","ENSMUSG00000031101",1.15145377977675,2.09162968441095,2.10490009952245e-08,"Sash3","SAM and SH3 domain containing 3","74131","GO:0002639","positive regulation of immunoglobulin production"
"1379","ENSMUSG00000030966",1.0861999354417,2.58844846289057,6.00072403266341e-07,"Trim21","tripartite motif-containing 21","20821","GO:0000209","protein polyubiquitination"
"1378","ENSMUSG00000030921",2.49023656196343,3.11637896064045,3.14681087838043e-21,"Trim30a","tripartite motif-containing 30A","20128","GO:0003677","DNA binding"
"1369","ENSMUSG00000030798",1.786623882162,2.93686659008057,1.88536658396148e-25,"Cd37","CD37 antigen","12493","GO:0001772","immunological synapse"
"1368","ENSMUSG00000030793",0.957582168116895,1.80842057365517,4.57015609317333e-06,"Pycard","PYD and CARD domain containing","66824","GO:0001773","myeloid dendritic cell activation"
"1365","ENSMUSG00000030786",1.09959877079906,2.84458421631599,5.75625115616245e-09,"Itgam","integrin alpha M","16409","GO:0001846","opsonin binding"
"1362","ENSMUSG00000030761",1.28639693190001,1.83774669771454,6.54739379979065e-09,"Myo7a","myosin VIIA","17921","GO:0000146","microfilament motor activity"
"1359","ENSMUSG00000030745",2.42890502268716,1.50984970502632,1.69715409613885e-26,"Il21r","interleukin 21 receptor","60504","GO:0004888","transmembrane signaling receptor activity"
"1358","ENSMUSG00000030737",0.626366921967056,4.38070803502225,1.69547704736761e-05,"Slco2b1","solute carrier organic anion transporter family, member 2b1","101488","GO:0005215","transporter activity"
"1353","ENSMUSG00000030708",0.991272819767581,0.565422244310407,0.000202857735170166,"Dnajb13","DnaJ heat shock protein family (Hsp40) member B13","69387","GO:0003674","molecular_function"
"1345","ENSMUSG00000030579",2.42051651456606,5.49389644604233,9.94458828627924e-49,"Tyrobp","TYRO protein tyrosine kinase binding protein","22177","GO:0002281","macrophage activation involved in immune response"
"1342","ENSMUSG00000030560",1.23505810793011,4.16381389396342,9.73513306573001e-18,"Ctsc","cathepsin C","13032","GO:0001913","T cell mediated cytotoxicity"
"1314","ENSMUSG00000030287",0.559537878341138,5.30082882243984,2.35514446188112e-06,"Itpr2","inositol 1,4,5-triphosphate receptor 2","16439","GO:0001666","response to hypoxia"
"1311","ENSMUSG00000030263",1.61988618985676,1.69782218978356,2.64629511011005e-09,"Lrmp","lymphoid-restricted membrane protein","16970","GO:0002376","immune system process"
"1305","ENSMUSG00000030220",1.27094770478187,3.56558802762479,1.73464491896273e-13,"Arhgdib","Rho, GDP dissociation inhibitor (GDI) beta","11857","GO:0003924","GTPase activity"
"1298","ENSMUSG00000030148",1.22413834159562,0.803844211976565,6.08283156310197e-10,"Clec4a2","C-type lectin domain family 4, member a2","26888","GO:0002250","adaptive immune response"
"1296","ENSMUSG00000030124",3.23204760685037,4.08076106904668,6.73287089669608e-64,"Lag3","lymphocyte-activation gene 3","16768","GO:0004888","transmembrane signaling receptor activity"
"1292","ENSMUSG00000030104",0.516669810885574,5.17357785192697,1.20708439536538e-05,"Edem1","ER degradation enhancer, mannosidase alpha-like 1","192193","GO:0000139","Golgi membrane"
"1283","ENSMUSG00000030047",2.07254312839702,2.67109222807222,1.62779678870959e-26,"Arhgap25","Rho GTPase activating protein 25","232201","GO:0003674","molecular_function"
"1276","ENSMUSG00000029919",1.4555573015307,3.2845413162773,4.4323275594227e-10,"Hpgds","hematopoietic prostaglandin D synthase","54486","GO:0000287","magnesium ion binding"
"1275","ENSMUSG00000029915",1.59179985074208,2.0312210154155,1.90147780578937e-14,"Clec5a","C-type lectin domain family 5, member a","23845","GO:0001618","virus receptor activity"
"1269","ENSMUSG00000029826",1.38208586204474,3.91771919945224,7.30906917292129e-18,"Zc3hav1","zinc finger CCCH type, antiviral 1","78781","GO:0002376","immune system process"
"1266","ENSMUSG00000029810",1.87339926955242,6.71540404152246,1.05111599776037e-63,"Tmem176b","transmembrane protein 176B","65963","GO:0005515","protein binding"
"1264","ENSMUSG00000029798",1.82335668805724,3.07962732053982,2.66790979266375e-14,"Herc6","hect domain and RLD 6","67138","GO:0002244","hematopoietic progenitor cell differentiation"
"1260","ENSMUSG00000029771",1.83605759439932,3.30955983688099,1.34539589687279e-31,"Irf5","interferon regulatory factor 5","27056","GO:0000975","regulatory region DNA binding"
"1257","ENSMUSG00000029759",0.847994495762932,2.89162768331708,5.6430756967814e-08,"Pon3","paraoxonase 3","269823","GO:0004063","aryldialkylphosphatase activity"
"1239","ENSMUSG00000029528",0.557845528877035,4.79372063046343,3.22651542409208e-06,"Pxn","paxillin","19303","GO:0000187","activation of MAPK activity"
"1235","ENSMUSG00000029484",1.71567902591737,4.75774689111555,1.62388948485722e-21,"Anxa3","annexin A3","11745","GO:0004859","phospholipase inhibitor activity"
"1209","ENSMUSG00000029217",1.04089775229279,2.09028371882811,1.23532039531631e-05,"Tec","tec protein tyrosine kinase","21682","GO:0000166","nucleotide binding"
"1208","ENSMUSG00000029204",1.39562910362539,0.931356558841366,2.01015150239989e-08,"Rhoh","ras homolog family member H","74734","GO:0000166","nucleotide binding"
"1204","ENSMUSG00000029135",1.52397882295003,4.10834129092766,3.29349465727373e-15,"Fosl2","fos-like antigen 2","14284","GO:0000977","RNA polymerase II regulatory region sequence-specific DNA binding"
"1188","ENSMUSG00000028970",0.998562251905472,2.12465330642082,2.16120948724807e-08,"Abcb1b","ATP-binding cassette, sub-family B (MDR/TAP), member 1B","18669","GO:0000139","Golgi membrane"
"1176","ENSMUSG00000028868",0.588201041620111,5.68408634248691,2.48344784743334e-08,"Wasf2","WAS protein family, member 2","242687","GO:0001525","angiogenesis"
"1173","ENSMUSG00000028859",1.71901184899914,4.0636875257894,4.08813114323544e-27,"Csf3r","colony stimulating factor 3 receptor (granulocyte)","12986","GO:0004896","cytokine receptor activity"
"1158","ENSMUSG00000028599",1.49811027764158,3.43528761524995,8.15623728652623e-16,"Tnfrsf1b","tumor necrosis factor receptor superfamily, member 1b","21938","GO:0005031","tumor necrosis factor-activated receptor activity"
"1156","ENSMUSG00000028581",1.87227557186618,6.33639143004467,8.53568076227159e-57,"Laptm5","lysosomal-associated protein transmembrane 5","16792","GO:0005764","lysosome"
"1142","ENSMUSG00000028413",1.79690767394285,3.72607666257392,8.43080268790429e-27,"B4galt1","UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1","14595","GO:0000138","Golgi trans cisterna"
"1139","ENSMUSG00000028382",0.851632277519469,4.62133792742872,6.54654388487769e-09,"Ptbp3","polypyrimidine tract binding protein 3","230257","GO:0003676","nucleic acid binding"
"1135","ENSMUSG00000028362",2.59169204017465,0.928321972719148,2.01307575252352e-10,"Tnfsf8","tumor necrosis factor (ligand) superfamily, member 8","21949","GO:0005125","cytokine activity"
"1133","ENSMUSG00000028341",0.888239069462944,2.09972648305884,0.00317625115387737,"Nr4a3","nuclear receptor subfamily 4, group A, member 3","18124","GO:0000122","negative regulation of transcription from RNA polymerase II promoter"
"1132","ENSMUSG00000028329",0.697220038589378,3.23964517844482,2.86935197006451e-05,"Xpa","xeroderma pigmentosum, complementation group A","22590","GO:0000110","nucleotide-excision repair factor 1 complex"
"1126","ENSMUSG00000028211",1.10444157170487,4.63196948044722,1.92298901022861e-11,"Trp53inp1","transformation related protein 53 inducible nuclear protein 1","60599","GO:0000045","autophagosome assembly"
"1121","ENSMUSG00000028189",0.707662554660017,2.86591153979601,4.74857761247547e-07,"Ctbs","chitobiase, di-N-acetyl-","74245","GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds"
"1117","ENSMUSG00000028159",0.729054324976382,1.38013240388421,0.000394231704822729,"Dapp1","dual adaptor for phosphotyrosine and 3-phosphoinositides 1","26377","GO:0005547","phosphatidylinositol-3,4,5-trisphosphate binding"
"1102","ENSMUSG00000027995",2.67527749210197,3.84014842531645,3.71942265277966e-47,"Tlr2","toll-like receptor 2","24088","GO:0001530","lipopolysaccharide binding"
"1097","ENSMUSG00000027947",1.66570206947974,3.82179594750203,3.35964717129616e-21,"Il6ra","interleukin 6 receptor, alpha","16194","GO:0004896","cytokine receptor activity"
"1096","ENSMUSG00000027907",1.66034197900983,2.04438731302675,6.27021460724236e-18,"S100a11","S100 calcium binding protein A11","20195","GO:0005509","calcium ion binding"
"1093","ENSMUSG00000027882",1.23474423333065,6.04963533362262,6.59227400593641e-16,"Stxbp3","syntaxin binding protein 3","20912","GO:0005515","protein binding"
"1090","ENSMUSG00000027848",1.27215608509527,5.02387063114257,3.39134792051729e-21,"Olfml3","olfactomedin-like 3","99543","GO:0003674","molecular_function"
"1070","ENSMUSG00000027611",1.04154030052164,1.00105767748324,1.54325555471478e-05,"Procr","protein C receptor, endothelial","19124","GO:0004872","receptor activity"
"1059","ENSMUSG00000027447",1.00392927059995,10.8950387140072,1.38274852755185e-14,"Cst3","cystatin C","13010","GO:0001540","beta-amyloid binding"
"1055","ENSMUSG00000027399",1.23635389707368,0.570185859203263,1.65911314436879e-06,"Il1a","interleukin 1 alpha","16175","GO:0001660","fever generation"
"1051","ENSMUSG00000027381",0.756221517801369,2.94244370470423,6.58656492449945e-06,"Bcl2l11","BCL2-like 11 (apoptosis facilitator)","12125","GO:0001701","in utero embryonic development"
"1029","ENSMUSG00000027168",0.865721723296009,3.36657869201137,6.29971028284402e-10,"Pax6","paired box 6","18508","GO:0000132","establishment of mitotic spindle orientation"
"1028","ENSMUSG00000027162",0.652752566205173,5.9550940290602,1.54250142271175e-07,"Lin7c","lin-7 homolog C (C. elegans)","22343","GO:0002011","morphogenesis of an epithelial sheet"
"1025","ENSMUSG00000027087",0.668745443871534,7.04045575371396,6.7460848822646e-09,"Itgav","integrin alpha V","16410","GO:0001525","angiogenesis"
"1023","ENSMUSG00000027074",3.54160579402179,2.57604104445841,2.25164355009938e-26,"Slc43a3","solute carrier family 43, member 3","58207","GO:0016020","membrane"
"1020","ENSMUSG00000027007",1.07130197843843,7.23503256873293,1.74017478268307e-17,"Ssfa2","sperm specific antigen 2","70599","GO:0003779","actin binding"
"1017","ENSMUSG00000026979",1.0891059351831,1.50927899005947,2.62096353181977e-06,"Psd4","pleckstrin and Sec7 domain containing 4","215632","GO:0005085","guanyl-nucleotide exchange factor activity"
"1014","ENSMUSG00000026946",0.983102720758049,2.30774229609892,3.80867937920643e-10,"Nmi","N-myc (and STAT) interactor","64685","GO:0003712","transcription cofactor activity"
"1011","ENSMUSG00000026896",1.93369686143856,2.91542429317763,2.67185230008515e-13,"Ifih1","interferon induced with helicase C domain 1","71586","GO:0000166","nucleotide binding"
"1000","ENSMUSG00000026786",1.44276555543052,3.04505860172509,6.49736406459701e-11,"Apbb1ip","amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein","54519","GO:0002291","T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell"
"997","ENSMUSG00000026740",0.579078957356025,4.66445152424458,4.50938907685518e-07,"Dnajc1","DnaJ heat shock protein family (Hsp40) member C1","13418","GO:0003677","DNA binding"
"987","ENSMUSG00000026656",1.41927727902817,2.36386996892864,8.17193276319358e-12,"Fcgr2b","Fc receptor, IgG, low affinity IIb","14130","GO:0001811","negative regulation of type I hypersensitivity"
"974","ENSMUSG00000026510",0.546916557756942,5.74362012562242,9.14108183153428e-08,"Trp53bp2","transformation related protein 53 binding protein 2","209456","GO:0002039","p53 binding"
"970","ENSMUSG00000026480",1.68081900825357,3.5139209014621,1.54110307771847e-26,"Ncf2","neutrophil cytosolic factor 2","17970","GO:0001669","acrosomal vesicle"
"967","ENSMUSG00000026471",0.674885117934524,3.44548088981773,3.24097478786792e-06,"Mr1","major histocompatibility complex, class I-related","15064","GO:0002367","cytokine production involved in immune response"
"965","ENSMUSG00000026466",0.794411281332924,5.57361697503595,1.47705334645115e-12,"Tor1aip1","torsin A interacting protein 1","208263","GO:0001671","ATPase activator activity"
"956","ENSMUSG00000026395",2.19903246090259,3.72970874044563,2.63268881068244e-28,"Ptprc","protein tyrosine phosphatase, receptor type, C","19264","GO:0000187","activation of MAPK activity"
"952","ENSMUSG00000026365",0.550118377907339,5.20536242307212,0.00874316909508488,"Cfh","complement component factor h","12628","GO:0001851","complement component C3b binding"
"951","ENSMUSG00000026358",5.15620673710955,1.35067976535032,1.68596756034574e-39,"Rgs1","regulator of G-protein signaling 1","50778","GO:0001965","G-protein alpha-subunit binding"
"947","ENSMUSG00000026321",0.818570863868812,2.48693467012259,5.15113738339193e-06,"Tnfrsf11a","tumor necrosis factor receptor superfamily, member 11a, NFKB activator","21934","GO:0001503","ossification"
"943","ENSMUSG00000026288",1.6701606299024,4.69137134091686,8.19050310195867e-28,"Inpp5d","inositol polyphosphate-5-phosphatase D","16331","GO:0002376","immune system process"
"941","ENSMUSG00000026271",1.5898992295048,0.654783090069856,4.59119853188076e-11,"Gpr35","G protein-coupled receptor 35","64095","GO:0004871","signal transducer activity"
"937","ENSMUSG00000026222",1.15472247590076,2.63207783355473,6.14361082219661e-06,"Sp100","nuclear antigen Sp100","20684","GO:0003677","DNA binding"
"933","ENSMUSG00000026200",0.5016326265468,2.83877134196337,0.000411680453782913,"Glb1l","galactosidase, beta 1-like","74577","GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds"
"929","ENSMUSG00000026177",2.56274831153457,3.41206632509968,1.32050894911307e-54,"Slc11a1","solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1","18173","GO:0000165","MAPK cascade"
"928","ENSMUSG00000026176",0.66993707708353,5.25073526395219,1.51130398451045e-10,"Ctdsp1","CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1","227292","GO:0001933","negative regulation of protein phosphorylation"
"924","ENSMUSG00000026126",0.985634608514945,0.74964702408331,0.000120365715021005,"Ptpn18","protein tyrosine phosphatase, non-receptor type 18","19253","GO:0004721","phosphoprotein phosphatase activity"
"922","ENSMUSG00000026107",-0.573407914300442,2.68420973350564,0.00208853692803813,"Nabp1","nucleic acid binding protein 1","109019","GO:0000724","double-strand break repair via homologous recombination"
"919","ENSMUSG00000026094",0.754527556593305,2.76871599821146,2.43358469884429e-08,"Stk17b","serine/threonine kinase 17b (apoptosis-inducing)","98267","GO:0000166","nucleotide binding"
"913","ENSMUSG00000026031",0.747636360857465,4.70879295831689,2.85128779189165e-06,"Cflar","CASP8 and FADD-like apoptosis regulator","12633","GO:0002020","protease binding"
"912","ENSMUSG00000026029",0.961824984683774,2.14786839657306,2.26371167229736e-09,"Casp8","caspase 8","12370","GO:0001525","angiogenesis"
"907","ENSMUSG00000025997",1.26221599532723,2.45868548343413,1.84481217974624e-09,"Ikzf2","IKAROS family zinc finger 2","22779","GO:0000122","negative regulation of transcription from RNA polymerase II promoter"
"902","ENSMUSG00000025915",2.28368612338518,6.00183743708331,3.54190906095084e-15,"Sgk3","serum/glucocorticoid regulated kinase 3","170755","GO:0000166","nucleotide binding"
"901","ENSMUSG00000025911",0.825419577438012,3.64678963883311,3.07233394603562e-06,"Adhfe1","alcohol dehydrogenase, iron containing, 1","76187","GO:0004022","alcohol dehydrogenase (NAD) activity"
"897","ENSMUSG00000025888",1.05708922926669,2.54904761619937,2.97822025787563e-10,"Casp1","caspase 1","12362","GO:0001666","response to hypoxia"
